bank_id,destination,section,exact_target,mastery_goal_id,expected_evidence,representation,response_type,source_basis
U4-S4-YTI-02,Notes YTI,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$2x^2 + 6$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-EX-03,Notes Example,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$-3x^2 + 3x - 9$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-YTI-03,Notes YTI,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$x^2 - 2x - 3$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-EX-04,Notes Example,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$x^2 + 2x - 8$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-YTI-04,Notes YTI,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$(x+2)(x+5)=x^2+7x+10$.,Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-EX-05,Notes Example,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,"The side lengths are $(x-3)$ and $(x+4)$, so the factored form is $(x-3)(x+4)$ and the expanded form is $x^2+x-12$.",Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-YTI-05,Notes YTI,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,"The values agree at every listed input, supporting that the expressions are equivalent. Multiplying the binomials confirms $(x+2)(x+3)=x^2+5x+6$.",Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-EX-06,Notes Example,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,"$(x-1)(x+4)=x^2+4x-x-4=x^2+3x-4$, so the two forms are equivalent.",Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-YTI-06,Notes YTI,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,The negative sign must distribute to all three terms. The correct result is $2x^2+6x-6$.,Error analysis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-01,Practice Set 1,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$-3x^2 - 9$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-02,Practice Set 1,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$x^2 + 2x - 8$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-03,Practice Set 1,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,The missing cell products are $5x$ and $-3x$. The expanded product is $x^2+2x-15$.,Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-04,Practice Set 1,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,"The values agree at every listed input, supporting that the expressions are equivalent. Multiplying the binomials confirms $(x+2)(x+3)=x^2+5x+6$.",Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-05,Practice Set 1,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,The negative sign must distribute to all three terms. The correct result is $2x^2+6x-6$.,Error analysis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-06,Practice Set 1,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,Multiplying gives $(x+2)(x+5)$=$x^2+7x+10$; the matching table values are consistent with that equivalence.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-07,Practice Set 1,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,The missing cell products are $5x$ and $-2x$. The expanded product is $x^2+3x-10$.,Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-08,Practice Set 1,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$2x^2 - 4x + 6$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-09,Practice Set 1,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$x^2 - 2x - 3$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-10,Practice Set 1,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,$(x+3)(x-2)=x^2+x-6$.,Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-11,Practice Set 1,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,Multiplying gives $(x-1)(x+3)$=$x^2+2x-3$; the matching table values are consistent with that equivalence.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-12,Practice Set 1,4.4,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.",,The two middle products $5x$ and $2x$ were omitted. The correct product is $x^2+7x+10$.,Error analysis,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-13,Practice Set 1,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,Multiplying gives $(x+3)(x-2)$=$x^2+x-6$; the matching table values are consistent with that equivalence.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-14,Practice Set 1,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,"The factors are $(x+4)(x+5)$ and the cell sum is $x^2+9x+20$, so the two forms are equivalent.",Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-15,Practice Set 1,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,$-2x^2 + 2x - 6$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-16,Practice Set 1,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,$x^2 + 5x + 6$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-17,Practice Set 1,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,"The four cell areas are $x^2$, $4x$, $2x$, and $8$; their sum is $x^2+6x+8$, matching the product $(x+2)(x+4)$.",Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P1-18,Practice Set 1,4.4,I can extend polynomial operations to equivalent expressions written in different forms.,,Multiplying gives $(x-2)(x+5)$=$x^2+3x-10$; the matching table values are consistent with that equivalence.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PracticeSet1-19,Practice Set 1,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(1,5)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PracticeSet1-20,Practice Set 1,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(2,3)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PracticeSet1-21,Practice Set 1,4.4,Solve systems using substitution and choose efficient forms for solving.,,"$(-1,4)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PracticeSet1-22,Practice Set 1,4.4,"Write linear equations from graphs, tables, and situations.",,$y=-x+4$; rate of change $=-1$ and starting value $=4$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PracticeSet1-23,Practice Set 1,4.4,"Write linear equations from graphs, tables, and situations.",,$y=0.5x+1$; rate of change $=0.5$ and starting value $=1$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-PracticeSet1-24,Practice Set 1,4.4,"Write linear equations from graphs, tables, and situations.",,$y=3x-2$; rate of change $=3$ and starting value $=-2$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P2-01,Practice Set 2,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$x^2 - 2x - 3$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P2-02,Practice Set 2,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,$(x-2)(x+6)=x^2+4x-12$.,Area model,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S4-P2-03,Practice Set 2,4.4,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.",,"The values agree at every listed input, supporting that the expressions are equivalent. Multiplying the binomials confirms $(x+2)(x+3)=x^2+5x+6$.",Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
