bank_id,destination,section,spiral_stage,i_can,learning_target,question_family_id,variation,task_architecture,representation,response_type,mastery_goal,source_basis,summative_version
U6_S5_P3_12,Practice Set 3,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,p3-12,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_13,Practice Set 3,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_graph_optimize,p3-13,GRAPH-INFER-BEHAVIOR-01,Graph + Context,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_14,Practice Set 3,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_table_model,p3-14,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_15,Practice Set 3,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_area_optimize,p3-15,OPTIMIZE-CONSTRAINED-ARRANGEMENT-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_16,Practice Set 3,6.5,Intro,I can assess whether a quadratic model and its solutions are reasonable for the situation.,"Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_domain_reasonableness,p3-16,VERIFY-REASONABLENESS-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_P3_17,Practice Set 3,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_trinomial_factor,p3-17,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P3_18,Practice Set 3,6.5,Review,I can use patterns in coefficients and constants to factor quadratic trinomials.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_trinomial_factor_sign,p3-18,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P3_19,Practice Set 3,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_product_sum,p3-19,FACTORPAIR-SUM-PRODUCT-PUZZLE-01,Equation + Number structure,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P3_20,Practice Set 3,6.5,Review,I can predict missing factors or terms by extending product-sum reasoning.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_missing_term_factor,p3-20,TABLE-RECONSTRUCT-MISSING-CELLS-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_P3_21,Practice Set 3,6.5,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_describe,p3-21,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph transformation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P3_22,Practice Set 3,6.5,Mastery,I can apply transformation rules to key points and features across function families.,"Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_point,p3-22,PROC-DIRECT-EXECUTE-01,Coordinate point,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P3_23,Practice Set 3,6.5,Mastery,"I can assess whether an equation, graph, or table represents the same transformed function.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_equivalence,p3-23,VERIFY-REASONABLENESS-01,Equation + Points,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_P3_24,Practice Set 3,6.5,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Students will analyze and graph transformations involving stretches, compressions, and reflections.",m_transform_write,p3-24,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.3,
U6_S5_EXT_01,Extra Practice,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,ext-01,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_02,Extra Practice,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,ext-02,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_03,Extra Practice,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,ext-03,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_04,Extra Practice,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_zeros,ext-04,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_05,Extra Practice,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,ext-05,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_06,Extra Practice,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,ext-06,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_07,Extra Practice,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,ext-07,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_08,Extra Practice,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_model_from_vertex,ext-08,GRAPH-CONSTRUCT-FROM-CONSTRAINTS-01,Equation + Key features,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_09,Extra Practice,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,ext-09,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_10,Extra Practice,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,ext-10,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_11,Extra Practice,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,ext-11,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_12,Extra Practice,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_vertex_optimize,ext-12,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_13,Extra Practice,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_graph_optimize,ext-13,GRAPH-INFER-BEHAVIOR-01,Graph + Context,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_14,Extra Practice,6.5,Intro,"I can construct quadratic models from real-world constraints, data, or key features.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_table_model,ext-14,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_15,Extra Practice,6.5,Intro,"I can extend quadratic models to predict maximums, minimums, intercepts, and meaningful solution values.","Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_area_optimize,ext-15,OPTIMIZE-CONSTRAINED-ARRANGEMENT-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_16,Extra Practice,6.5,Intro,I can assess whether a quadratic model and its solutions are reasonable for the situation.,"Students will use quadratic functions to model real-world situations and interpret maximums, minimums, and intercepts.",p_domain_reasonableness,ext-16,VERIFY-REASONABLENESS-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S5_EXT_17,Extra Practice,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_trinomial_factor,ext-17,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_EXT_18,Extra Practice,6.5,Review,I can use patterns in coefficients and constants to factor quadratic trinomials.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_trinomial_factor_sign,ext-18,PROC-DIRECT-EXECUTE-01,Expression,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
U6_S5_EXT_19,Extra Practice,6.5,Review,I can build factored forms of quadratic trinomials using product-sum relationships.,"Students will factor quadratic trinomials using patterns, products, sums, and structure.",r_product_sum,ext-19,FACTORPAIR-SUM-PRODUCT-PUZZLE-01,Equation + Number structure,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.2,
